20.53	-2.62	-25.69	-15.64	-0.48	-8.37
-21.25	-32.84	-42.98	-32.81	-41.89	-51.07
24.27	27.65	-22.94	9.31	74.65	93.15
-16.37	-30.25	-5.8	-67.78	-43.08	4.57
-13.97	13.52	-18.93	-55.47	-45.86	7.07
-22.93	-18.06	-10.61	-19.12	19.12	14.17
22.5	12.46	2.43	62.27	-8.72	170.33
16.55	3.1	-19.05	13.68	-14.35	3.56
29.75	-8.74	-67.45	0.59	47.15	32.03
42.76	-2.27	-20.86	-7	6.06	43.9
152.85	22.73	-23.98	182.2	-15.33	3.85
70.73	99.27	778.05	22.91	4.93	59.27
